visit_id,customer_id,visit_date,check_in_time,check_out_time,visit_type
1856,337,2023-03-25,08:00:00,21:00:00,Climbing
1857,676,2023-01-25,10:00:00,21:00:00,Class
1858,568,2023-06-09,20:00:00,21:00:00,Class
1859,623,2024-04-19,08:00:00,17:00:00,Climbing
1860,730,2023-07-05,13:00:00,23:00:00,Climbing
1861,240,2023-03-09,20:00:00,23:00:00,Climbing
1862,533,2023-12-20,10:00:00,12:00:00,Climbing
1863,141,2024-06-29,20:00:00,14:00:00,Climbing
1864,265,2023-05-08,16:00:00,11:00:00,Climbing
1865,139,2023-06-02,18:00:00,17:00:00,Climbing
1866,459,2024-06-15,15:00:00,18:00:00,Climbing
1867,70,2023-04-08,11:00:00,13:00:00,Class
1868,385,2023-10-07,06:00:00,13:00:00,Climbing
1869,630,2023-05-12,19:00:00,20:00:00,Climbing
1870,198,2024-05-24,16:00:00,18:00:00,Climbing
1871,205,2024-06-20,09:00:00,09:00:00,Class
1872,726,2024-03-21,14:00:00,13:00:00,Climbing
1873,568,2023-06-22,20:00:00,12:00:00,Climbing
1874,799,2023-08-09,21:00:00,22:00:00,Class
1875,687,2023-05-13,20:00:00,23:00:00,Climbing
1876,640,2024-05-02,10:00:00,18:00:00,Climbing
1877,431,2024-05-15,20:00:00,13:00:00,Climbing
1878,325,2023-08-18,06:00:00,11:00:00,Climbing
1879,442,2023-12-26,20:00:00,08:00:00,Climbing
1880,288,2023-04-01,09:00:00,16:00:00,Class
1881,226,2023-08-26,17:00:00,21:00:00,Climbing
1882,64,2023-12-12,21:00:00,10:00:00,Climbing
1883,560,2023-07-30,11:00:00,21:00:00,Climbing
1884,714,2023-07-15,12:00:00,22:00:00,Climbing
1885,498,2023-01-01,12:00:00,08:00:00,Climbing
1886,60,2024-03-15,13:00:00,21:00:00,Climbing
1887,397,2024-05-01,10:00:00,21:00:00,Climbing
1888,257,2024-06-14,11:00:00,11:00:00,Class
1889,577,2024-01-29,16:00:00,21:00:00,Climbing
1890,239,2023-10-28,16:00:00,14:00:00,Climbing
1891,38,2023-05-28,07:00:00,11:00:00,Climbing
1892,25,2024-06-30,19:00:00,18:00:00,Climbing
1893,410,2023-11-19,17:00:00,11:00:00,Climbing
1894,461,2024-01-08,15:00:00,16:00:00,Climbing
1895,571,2024-01-09,17:00:00,18:00:00,Climbing
1896,417,2024-04-07,07:00:00,22:00:00,Class
1897,357,2023-01-06,19:00:00,13:00:00,Climbing
1898,383,2023-05-01,08:00:00,16:00:00,Class
1899,158,2023-12-31,09:00:00,19:00:00,Climbing
1900,569,2024-05-04,11:00:00,19:00:00,Climbing
1901,433,2024-01-10,11:00:00,20:00:00,Climbing
1902,48,2023-08-15,08:00:00,09:00:00,Climbing
1903,328,2023-07-17,06:00:00,14:00:00,Climbing
1904,433,2024-02-08,08:00:00,14:00:00,Climbing
1905,431,2024-02-10,09:00:00,21:00:00,Climbing
1906,56,2023-11-29,14:00:00,15:00:00,Climbing
1907,577,2023-06-09,15:00:00,17:00:00,Climbing
1908,268,2024-05-21,13:00:00,18:00:00,Climbing
1909,69,2023-10-29,18:00:00,16:00:00,Climbing
1910,728,2024-03-08,09:00:00,15:00:00,Climbing
1911,601,2023-04-28,12:00:00,09:00:00,Class
1912,449,2023-07-08,18:00:00,10:00:00,Climbing
1913,793,2024-04-23,18:00:00,19:00:00,Climbing
1914,257,2023-01-28,14:00:00,09:00:00,Climbing
1915,672,2023-10-08,07:00:00,08:00:00,Climbing
1916,490,2023-09-21,08:00:00,23:00:00,Climbing
1917,746,2024-02-15,06:00:00,20:00:00,Climbing
1918,643,2023-06-04,13:00:00,14:00:00,Climbing
1919,49,2023-04-30,07:00:00,15:00:00,Climbing
1920,659,2024-05-21,12:00:00,12:00:00,Climbing
1921,316,2023-11-09,12:00:00,17:00:00,Climbing
1922,413,2023-02-27,16:00:00,20:00:00,Climbing
1923,434,2023-04-16,08:00:00,18:00:00,Climbing
1924,2,2024-06-30,07:00:00,21:00:00,Climbing
1925,145,2023-04-17,08:00:00,16:00:00,Climbing
1926,366,2023-11-30,17:00:00,11:00:00,Climbing
1927,420,2023-08-18,13:00:00,08:00:00,Climbing
1928,573,2024-04-29,17:00:00,11:00:00,Climbing
1929,785,2024-02-18,14:00:00,23:00:00,Climbing
1930,561,2023-11-23,16:00:00,12:00:00,Climbing
1931,444,2023-01-06,13:00:00,18:00:00,Class
1932,434,2024-04-26,16:00:00,19:00:00,Climbing
1933,643,2023-09-01,07:00:00,22:00:00,Climbing
1934,555,2024-05-24,17:00:00,23:00:00,Climbing
1935,57,2023-09-29,18:00:00,15:00:00,Climbing
1936,562,2024-01-15,14:00:00,12:00:00,Climbing
1937,178,2023-02-07,11:00:00,19:00:00,Class
1938,293,2024-02-12,17:00:00,17:00:00,Climbing
1939,46,2023-07-04,07:00:00,16:00:00,Climbing
1940,170,2023-07-12,14:00:00,13:00:00,Climbing
1941,271,2023-03-06,10:00:00,21:00:00,Climbing
1942,417,2023-03-22,20:00:00,15:00:00,Climbing
1943,139,2023-04-12,11:00:00,10:00:00,Climbing
1944,247,2023-06-29,06:00:00,20:00:00,Class
1945,148,2024-05-02,21:00:00,10:00:00,Climbing
1946,230,2023-07-21,17:00:00,16:00:00,Climbing
1947,792,2024-02-01,18:00:00,13:00:00,Class
1948,637,2023-02-15,19:00:00,11:00:00,Class
1949,704,2023-11-20,07:00:00,15:00:00,Climbing
1950,374,2023-09-21,21:00:00,11:00:00,Climbing
1951,80,2024-06-18,06:00:00,18:00:00,Climbing
1952,606,2024-04-07,09:00:00,11:00:00,Climbing
1953,738,2023-09-06,07:00:00,19:00:00,Climbing
1954,65,2024-02-29,18:00:00,14:00:00,Class
1955,88,2023-04-16,21:00:00,14:00:00,Climbing
1956,88,2023-11-04,06:00:00,19:00:00,Climbing
1957,713,2023-02-10,08:00:00,15:00:00,Climbing
1958,726,2023-07-10,09:00:00,17:00:00,Climbing
1959,204,2023-05-04,09:00:00,23:00:00,Class
1960,382,2024-01-29,08:00:00,14:00:00,Climbing
1961,601,2023-09-26,07:00:00,20:00:00,Climbing
1962,476,2024-02-15,17:00:00,15:00:00,Climbing
1963,573,2023-10-09,13:00:00,20:00:00,Class
1964,783,2023-02-17,15:00:00,23:00:00,Climbing
1965,606,2024-02-07,18:00:00,15:00:00,Class
1966,539,2024-03-31,16:00:00,21:00:00,Climbing
1967,214,2024-05-09,07:00:00,23:00:00,Climbing
1968,74,2023-11-09,10:00:00,14:00:00,Climbing
1969,61,2024-02-17,12:00:00,23:00:00,Climbing
1970,698,2024-02-16,14:00:00,08:00:00,Climbing
1971,543,2023-03-27,17:00:00,11:00:00,Climbing
1972,219,2023-03-31,08:00:00,10:00:00,Class
1973,12,2023-02-08,06:00:00,19:00:00,Climbing
1974,415,2023-06-24,20:00:00,16:00:00,Climbing
1975,32,2023-09-17,14:00:00,19:00:00,Climbing
1976,160,2024-06-29,06:00:00,17:00:00,Climbing
1977,237,2023-08-24,13:00:00,15:00:00,Climbing
1978,739,2024-02-02,07:00:00,16:00:00,Climbing
1979,181,2024-01-15,12:00:00,12:00:00,Climbing
1980,558,2023-04-22,17:00:00,12:00:00,Class
1981,341,2023-02-02,08:00:00,17:00:00,Class
1982,458,2023-10-26,11:00:00,23:00:00,Class
1983,80,2024-01-19,21:00:00,12:00:00,Class
1984,647,2024-06-30,11:00:00,21:00:00,Climbing
1985,772,2023-07-16,09:00:00,09:00:00,Climbing
1986,759,2024-05-05,13:00:00,20:00:00,Climbing
1987,473,2023-07-28,17:00:00,14:00:00,Class
1988,671,2024-01-13,17:00:00,15:00:00,Climbing
1989,715,2023-11-24,10:00:00,12:00:00,Climbing
1990,112,2023-01-29,12:00:00,15:00:00,Climbing
1991,292,2023-02-12,18:00:00,13:00:00,Climbing
1992,631,2023-01-12,10:00:00,11:00:00,Climbing
1993,383,2023-07-22,18:00:00,14:00:00,Climbing
1994,17,2024-02-12,17:00:00,15:00:00,Climbing
1995,493,2023-04-05,09:00:00,16:00:00,Climbing
1996,331,2023-11-28,11:00:00,12:00:00,Climbing
1997,739,2023-06-07,08:00:00,16:00:00,Climbing
1998,486,2024-03-11,11:00:00,15:00:00,Class
1999,406,2024-03-12,11:00:00,08:00:00,Climbing
2000,117,2024-02-29,16:00:00,15:00:00,Climbing
2001,555,2023-10-15,16:00:00,15:00:00,Class
2002,115,2023-06-05,11:00:00,20:00:00,Climbing
2003,795,2024-03-18,19:00:00,14:00:00,Climbing
2004,549,2023-04-12,19:00:00,08:00:00,Climbing
2005,625,2023-06-08,21:00:00,13:00:00,Climbing
2006,547,2023-04-11,16:00:00,09:00:00,Climbing
2007,644,2024-01-04,08:00:00,22:00:00,Climbing
2008,336,2024-01-11,18:00:00,13:00:00,Climbing
2009,336,2023-12-23,13:00:00,18:00:00,Climbing
2010,740,2023-08-16,09:00:00,23:00:00,Climbing
2011,147,2023-02-24,16:00:00,09:00:00,Class
2012,122,2024-05-13,21:00:00,22:00:00,Climbing
2013,81,2023-10-05,07:00:00,20:00:00,Climbing
2014,685,2023-08-11,12:00:00,09:00:00,Climbing
2015,666,2023-11-19,16:00:00,21:00:00,Class
2016,662,2023-04-16,13:00:00,14:00:00,Climbing
2017,375,2023-03-14,16:00:00,23:00:00,Climbing
2018,570,2023-08-10,21:00:00,18:00:00,Climbing
2019,63,2023-05-05,09:00:00,22:00:00,Climbing
2020,504,2023-05-14,21:00:00,17:00:00,Climbing
2021,668,2024-05-03,11:00:00,22:00:00,Climbing
2022,449,2023-10-18,13:00:00,08:00:00,Climbing
2023,428,2023-09-22,21:00:00,22:00:00,Climbing
2024,427,2024-01-13,10:00:00,12:00:00,Climbing
2025,421,2024-06-04,14:00:00,08:00:00,Class
2026,322,2023-03-03,11:00:00,22:00:00,Climbing
2027,680,2024-03-31,11:00:00,23:00:00,Climbing
2028,166,2023-11-16,17:00:00,16:00:00,Climbing
2029,597,2023-03-21,18:00:00,12:00:00,Climbing
2030,649,2023-06-12,07:00:00,12:00:00,Climbing
2031,461,2023-09-21,20:00:00,11:00:00,Climbing
2032,459,2024-01-14,12:00:00,10:00:00,Climbing
2033,189,2023-05-13,21:00:00,15:00:00,Climbing
2034,464,2023-10-20,14:00:00,14:00:00,Climbing
2035,379,2024-01-10,20:00:00,16:00:00,Climbing
2036,2,2023-09-03,10:00:00,13:00:00,Climbing
2037,618,2024-04-17,19:00:00,08:00:00,Climbing
2038,364,2024-04-20,10:00:00,22:00:00,Class
2039,72,2023-09-15,17:00:00,23:00:00,Climbing
2040,427,2024-06-16,18:00:00,12:00:00,Climbing
2041,638,2023-02-11,16:00:00,12:00:00,Climbing
2042,170,2023-01-02,10:00:00,14:00:00,Climbing
2043,205,2023-07-28,06:00:00,22:00:00,Climbing
2044,337,2023-11-25,10:00:00,17:00:00,Climbing
2045,472,2023-12-11,15:00:00,08:00:00,Climbing
2046,195,2023-09-18,13:00:00,08:00:00,Climbing
2047,670,2023-03-10,20:00:00,20:00:00,Class
2048,653,2023-04-04,08:00:00,13:00:00,Climbing
2049,275,2024-04-11,14:00:00,13:00:00,Climbing
2050,7,2024-04-19,14:00:00,16:00:00,Class
2051,566,2024-01-04,11:00:00,10:00:00,Climbing
2052,616,2023-12-30,09:00:00,19:00:00,Class
2053,573,2023-11-23,20:00:00,12:00:00,Climbing
2054,599,2023-04-22,09:00:00,12:00:00,Climbing
2055,770,2023-08-23,16:00:00,08:00:00,Climbing
2056,178,2024-01-16,06:00:00,22:00:00,Climbing
2057,242,2023-10-21,19:00:00,13:00:00,Climbing
2058,203,2023-01-11,15:00:00,11:00:00,Climbing
2059,543,2024-06-05,10:00:00,19:00:00,Climbing
2060,462,2024-04-07,10:00:00,13:00:00,Climbing
2061,80,2023-05-23,10:00:00,20:00:00,Climbing
2062,523,2023-12-04,17:00:00,20:00:00,Climbing
2063,417,2024-05-20,06:00:00,15:00:00,Class
2064,766,2023-02-22,21:00:00,15:00:00,Climbing
2065,384,2023-10-03,06:00:00,20:00:00,Climbing
2066,391,2023-09-07,15:00:00,10:00:00,Climbing
2067,799,2023-08-13,17:00:00,16:00:00,Climbing
2068,688,2024-04-02,07:00:00,18:00:00,Climbing
2069,126,2023-07-28,06:00:00,20:00:00,Climbing
2070,494,2023-02-04,18:00:00,11:00:00,Climbing
2071,47,2023-02-06,20:00:00,08:00:00,Class
2072,718,2023-01-24,13:00:00,16:00:00,Climbing
2073,476,2023-08-12,17:00:00,21:00:00,Climbing
2074,619,2024-01-28,17:00:00,20:00:00,Climbing
2075,464,2023-04-22,09:00:00,12:00:00,Climbing
2076,787,2023-12-20,11:00:00,20:00:00,Climbing
2077,123,2024-01-11,13:00:00,15:00:00,Climbing
2078,474,2023-05-20,19:00:00,20:00:00,Climbing
2079,134,2023-11-25,10:00:00,22:00:00,Climbing
2080,619,2024-01-10,11:00:00,14:00:00,Climbing
2081,562,2023-09-13,09:00:00,12:00:00,Climbing
2082,607,2023-07-04,11:00:00,15:00:00,Climbing
2083,780,2023-12-05,21:00:00,22:00:00,Climbing
2084,23,2024-06-18,11:00:00,20:00:00,Climbing
2085,566,2023-08-22,08:00:00,08:00:00,Climbing
2086,766,2023-08-03,09:00:00,18:00:00,Climbing
2087,235,2023-09-11,11:00:00,23:00:00,Climbing
2088,59,2023-02-11,13:00:00,11:00:00,Climbing
2089,164,2023-10-30,18:00:00,22:00:00,Class
2090,771,2023-06-29,19:00:00,12:00:00,Climbing
2091,216,2023-03-08,19:00:00,11:00:00,Climbing
2092,183,2023-09-13,12:00:00,13:00:00,Climbing
2093,569,2023-01-02,09:00:00,16:00:00,Climbing
2094,657,2023-08-08,19:00:00,19:00:00,Climbing
2095,90,2023-02-27,08:00:00,08:00:00,Climbing
2096,311,2023-01-14,16:00:00,17:00:00,Climbing
2097,557,2024-03-26,20:00:00,18:00:00,Climbing
2098,257,2024-05-16,13:00:00,09:00:00,Class
2099,533,2023-04-24,21:00:00,08:00:00,Climbing
2100,533,2023-10-22,11:00:00,14:00:00,Climbing
2101,52,2023-06-02,17:00:00,21:00:00,Class
2102,338,2023-09-27,13:00:00,23:00:00,Climbing
2103,171,2023-08-27,14:00:00,09:00:00,Climbing
2104,67,2023-05-28,21:00:00,16:00:00,Class
2105,625,2024-01-19,14:00:00,15:00:00,Climbing
2106,300,2023-03-11,15:00:00,17:00:00,Climbing
2107,672,2023-01-30,16:00:00,08:00:00,Class
2108,778,2024-02-24,14:00:00,10:00:00,Climbing
2109,232,2023-12-31,15:00:00,13:00:00,Climbing
2110,68,2023-09-30,06:00:00,18:00:00,Climbing
2111,506,2023-09-13,17:00:00,23:00:00,Climbing
2112,28,2023-09-30,19:00:00,10:00:00,Climbing
2113,628,2023-08-28,08:00:00,16:00:00,Climbing
2114,51,2023-08-03,14:00:00,19:00:00,Climbing
2115,693,2023-10-01,09:00:00,17:00:00,Climbing
2116,260,2023-10-17,15:00:00,22:00:00,Class
2117,591,2024-01-14,17:00:00,23:00:00,Climbing
2118,785,2024-01-25,07:00:00,23:00:00,Climbing
2119,620,2023-07-26,06:00:00,17:00:00,Climbing
2120,586,2023-08-15,19:00:00,09:00:00,Climbing
2121,687,2023-07-24,10:00:00,13:00:00,Climbing
2122,184,2023-10-21,19:00:00,09:00:00,Class
2123,23,2023-09-05,09:00:00,10:00:00,Climbing
2124,786,2024-05-01,21:00:00,19:00:00,Climbing
2125,129,2024-01-16,10:00:00,17:00:00,Climbing
2126,291,2024-05-06,16:00:00,19:00:00,Climbing
2127,501,2024-01-23,10:00:00,23:00:00,Climbing
2128,186,2024-06-15,13:00:00,16:00:00,Climbing
2129,479,2023-12-14,11:00:00,16:00:00,Climbing
2130,571,2024-06-11,08:00:00,21:00:00,Climbing
2131,492,2023-03-28,21:00:00,09:00:00,Climbing
2132,513,2023-01-29,20:00:00,20:00:00,Climbing
2133,643,2023-11-13,14:00:00,15:00:00,Climbing
2134,67,2024-06-21,13:00:00,21:00:00,Climbing
2135,467,2023-08-17,14:00:00,10:00:00,Climbing
2136,285,2023-04-26,09:00:00,21:00:00,Climbing
2137,601,2023-10-13,21:00:00,09:00:00,Climbing
2138,417,2023-12-21,18:00:00,18:00:00,Climbing
2139,100,2023-06-22,13:00:00,17:00:00,Climbing
2140,189,2024-01-26,16:00:00,15:00:00,Climbing
2141,388,2024-06-17,08:00:00,10:00:00,Climbing
2142,241,2024-05-05,10:00:00,22:00:00,Climbing
2143,782,2023-06-09,19:00:00,20:00:00,Climbing
2144,731,2023-06-28,12:00:00,15:00:00,Climbing
2145,417,2023-07-23,21:00:00,20:00:00,Climbing
2146,176,2023-08-04,06:00:00,23:00:00,Climbing
2147,387,2023-02-24,19:00:00,13:00:00,Climbing
2148,471,2024-02-21,06:00:00,08:00:00,Climbing
2149,233,2023-07-19,08:00:00,21:00:00,Class
2150,663,2024-04-26,09:00:00,09:00:00,Climbing
2151,452,2024-05-22,20:00:00,20:00:00,Climbing
2152,277,2023-01-14,06:00:00,20:00:00,Class
2153,229,2024-06-24,13:00:00,21:00:00,Climbing
2154,171,2024-01-24,07:00:00,09:00:00,Climbing
2155,735,2023-10-12,16:00:00,23:00:00,Class
2156,213,2023-08-02,10:00:00,21:00:00,Climbing
2157,282,2023-10-11,21:00:00,14:00:00,Climbing
2158,41,2023-06-27,18:00:00,13:00:00,Climbing
2159,122,2023-12-07,19:00:00,21:00:00,Climbing
2160,227,2023-02-20,11:00:00,09:00:00,Climbing
2161,294,2023-12-06,16:00:00,08:00:00,Climbing
2162,600,2023-05-31,11:00:00,12:00:00,Climbing
2163,267,2023-01-10,11:00:00,18:00:00,Climbing
2164,541,2023-10-30,16:00:00,09:00:00,Climbing
2165,759,2023-11-13,06:00:00,23:00:00,Climbing
2166,451,2023-08-22,08:00:00,23:00:00,Climbing
2167,449,2023-02-09,08:00:00,17:00:00,Climbing
2168,756,2024-05-03,13:00:00,17:00:00,Climbing
2169,61,2023-12-01,11:00:00,13:00:00,Climbing
2170,502,2023-03-05,07:00:00,21:00:00,Climbing
2171,147,2023-10-07,18:00:00,09:00:00,Climbing
2172,686,2023-09-29,19:00:00,20:00:00,Climbing
2173,790,2023-02-03,06:00:00,18:00:00,Climbing
2174,334,2023-11-28,09:00:00,16:00:00,Climbing
2175,142,2024-03-18,06:00:00,19:00:00,Climbing
2176,44,2024-02-14,10:00:00,20:00:00,Class
2177,144,2023-04-22,17:00:00,12:00:00,Climbing
2178,333,2024-04-16,16:00:00,14:00:00,Climbing
2179,497,2023-07-07,13:00:00,11:00:00,Climbing
2180,396,2024-06-01,15:00:00,19:00:00,Climbing
2181,55,2023-02-09,07:00:00,09:00:00,Climbing
2182,307,2023-09-23,13:00:00,10:00:00,Climbing
2183,423,2023-11-23,18:00:00,20:00:00,Climbing
2184,417,2023-05-16,13:00:00,12:00:00,Climbing
2185,673,2024-02-26,11:00:00,08:00:00,Climbing
2186,797,2023-12-09,13:00:00,19:00:00,Climbing
2187,325,2023-01-10,18:00:00,11:00:00,Climbing
2188,710,2023-11-29,07:00:00,20:00:00,Climbing
2189,671,2023-09-26,12:00:00,11:00:00,Climbing
2190,80,2023-04-18,21:00:00,09:00:00,Climbing
2191,31,2024-06-28,17:00:00,16:00:00,Class
2192,112,2024-05-05,13:00:00,20:00:00,Climbing
2193,558,2023-06-10,09:00:00,13:00:00,Climbing
2194,717,2023-10-23,19:00:00,23:00:00,Climbing
2195,564,2023-06-23,14:00:00,16:00:00,Climbing
2196,650,2024-02-29,16:00:00,13:00:00,Climbing
2197,472,2024-05-23,21:00:00,22:00:00,Climbing
2198,74,2023-07-16,11:00:00,09:00:00,Climbing
2199,553,2024-03-16,17:00:00,08:00:00,Climbing
2200,479,2023-09-30,08:00:00,21:00:00,Climbing
2201,589,2023-08-05,21:00:00,11:00:00,Class
2202,387,2024-05-28,18:00:00,20:00:00,Climbing
2203,699,2023-10-07,09:00:00,08:00:00,Climbing
2204,564,2023-09-13,17:00:00,23:00:00,Climbing
2205,433,2024-01-03,09:00:00,23:00:00,Climbing
2206,412,2023-05-23,06:00:00,15:00:00,Climbing
2207,467,2023-06-27,19:00:00,18:00:00,Climbing
2208,599,2024-05-24,18:00:00,20:00:00,Climbing
2209,621,2024-01-07,15:00:00,08:00:00,Climbing
2210,737,2024-03-28,06:00:00,12:00:00,Climbing
2211,248,2023-05-29,06:00:00,21:00:00,Climbing
2212,581,2023-10-25,09:00:00,16:00:00,Climbing
2213,120,2024-06-15,06:00:00,08:00:00,Climbing
2214,67,2023-06-24,19:00:00,11:00:00,Climbing
2215,573,2023-03-29,11:00:00,15:00:00,Climbing
2216,327,2023-10-07,19:00:00,15:00:00,Climbing
2217,703,2023-08-01,07:00:00,08:00:00,Climbing
2218,470,2023-03-29,06:00:00,15:00:00,Climbing
2219,493,2024-05-01,21:00:00,18:00:00,Climbing
2220,701,2024-06-25,12:00:00,19:00:00,Climbing
2221,663,2023-11-08,11:00:00,10:00:00,Climbing
2222,286,2024-02-28,06:00:00,21:00:00,Climbing
2223,608,2024-04-14,17:00:00,18:00:00,Climbing
2224,312,2024-01-19,18:00:00,14:00:00,Class
2225,309,2023-01-25,19:00:00,17:00:00,Climbing
2226,775,2023-03-28,15:00:00,18:00:00,Climbing
2227,97,2023-02-08,17:00:00,08:00:00,Climbing
2228,113,2023-01-06,14:00:00,12:00:00,Climbing
2229,637,2023-06-17,11:00:00,23:00:00,Climbing
2230,456,2023-08-03,07:00:00,11:00:00,Class
2231,463,2023-05-12,12:00:00,11:00:00,Climbing
2232,132,2023-02-05,08:00:00,19:00:00,Climbing
2233,121,2023-10-17,19:00:00,12:00:00,Climbing
2234,197,2023-05-30,20:00:00,23:00:00,Climbing
2235,482,2024-03-11,12:00:00,10:00:00,Climbing
2236,634,2023-01-05,19:00:00,21:00:00,Climbing
2237,794,2024-04-05,14:00:00,14:00:00,Climbing
2238,772,2024-06-06,10:00:00,09:00:00,Climbing
2239,39,2024-01-27,06:00:00,08:00:00,Climbing
2240,566,2024-02-06,21:00:00,13:00:00,Climbing
2241,512,2024-05-25,10:00:00,19:00:00,Climbing
2242,474,2023-04-25,13:00:00,08:00:00,Climbing
2243,161,2024-06-28,13:00:00,23:00:00,Climbing
2244,289,2024-02-28,08:00:00,18:00:00,Climbing
2245,200,2024-02-02,09:00:00,14:00:00,Climbing
2246,788,2023-07-17,17:00:00,15:00:00,Climbing
2247,528,2023-10-26,13:00:00,21:00:00,Climbing
2248,685,2023-12-24,13:00:00,22:00:00,Class
2249,503,2023-12-06,12:00:00,09:00:00,Climbing
2250,248,2024-01-21,11:00:00,22:00:00,Climbing
2251,383,2023-02-15,09:00:00,23:00:00,Climbing
2252,218,2023-07-14,15:00:00,11:00:00,Class
2253,87,2023-08-26,18:00:00,14:00:00,Climbing
2254,82,2023-05-23,14:00:00,18:00:00,Climbing
2255,62,2023-04-05,07:00:00,13:00:00,Climbing
2256,799,2023-03-17,07:00:00,09:00:00,Climbing
2257,500,2023-07-20,06:00:00,21:00:00,Climbing
2258,42,2023-09-27,16:00:00,11:00:00,Climbing
2259,12,2023-02-04,20:00:00,10:00:00,Climbing
2260,746,2024-06-01,17:00:00,16:00:00,Climbing
2261,643,2024-02-23,08:00:00,13:00:00,Climbing
2262,115,2024-02-04,08:00:00,20:00:00,Climbing
2263,218,2023-04-05,09:00:00,19:00:00,Climbing
2264,649,2023-11-27,21:00:00,09:00:00,Class
2265,106,2023-10-17,08:00:00,09:00:00,Class
2266,691,2024-06-21,15:00:00,20:00:00,Climbing
2267,528,2024-02-13,21:00:00,20:00:00,Climbing
2268,472,2023-11-11,11:00:00,10:00:00,Climbing
2269,754,2024-04-10,14:00:00,12:00:00,Climbing
2270,387,2023-03-26,13:00:00,19:00:00,Climbing
2271,226,2023-01-09,11:00:00,13:00:00,Class
2272,481,2024-01-13,21:00:00,12:00:00,Climbing
2273,754,2023-02-23,13:00:00,19:00:00,Climbing
2274,408,2023-03-05,13:00:00,08:00:00,Climbing
2275,457,2024-02-12,21:00:00,20:00:00,Class
2276,653,2023-05-28,15:00:00,08:00:00,Climbing
2277,711,2023-12-10,11:00:00,14:00:00,Climbing
2278,624,2024-05-16,07:00:00,21:00:00,Climbing
2279,639,2023-06-23,10:00:00,17:00:00,Climbing
2280,21,2023-04-29,09:00:00,21:00:00,Climbing
2281,659,2023-02-28,17:00:00,14:00:00,Class
2282,601,2023-03-13,11:00:00,20:00:00,Climbing
2283,203,2023-02-04,07:00:00,17:00:00,Class
2284,417,2023-02-17,09:00:00,13:00:00,Climbing
2285,416,2023-08-25,21:00:00,16:00:00,Climbing
2286,448,2023-06-25,18:00:00,09:00:00,Climbing
2287,512,2024-01-22,13:00:00,08:00:00,Climbing
2288,85,2024-04-21,19:00:00,18:00:00,Climbing
2289,167,2024-03-05,06:00:00,13:00:00,Climbing
2290,384,2023-10-18,08:00:00,13:00:00,Class
2291,468,2023-02-26,20:00:00,16:00:00,Climbing
2292,72,2024-01-24,09:00:00,23:00:00,Climbing
2293,521,2023-07-18,07:00:00,18:00:00,Class
2294,793,2023-02-16,17:00:00,17:00:00,Climbing
2295,473,2024-04-05,07:00:00,08:00:00,Climbing
2296,258,2023-07-05,11:00:00,18:00:00,Climbing
2297,275,2023-04-30,11:00:00,08:00:00,Climbing
2298,750,2024-04-21,08:00:00,19:00:00,Climbing
2299,20,2024-05-08,13:00:00,21:00:00,Class
2300,490,2023-07-05,17:00:00,19:00:00,Climbing
2301,745,2023-07-14,08:00:00,17:00:00,Climbing
2302,490,2023-11-14,07:00:00,19:00:00,Climbing
2303,733,2024-02-06,10:00:00,13:00:00,Climbing
2304,326,2023-02-04,18:00:00,12:00:00,Climbing
2305,529,2023-11-21,12:00:00,18:00:00,Climbing
2306,89,2024-06-05,06:00:00,13:00:00,Climbing
2307,486,2023-05-24,07:00:00,13:00:00,Climbing
2308,708,2024-05-12,07:00:00,20:00:00,Climbing
2309,350,2024-06-03,13:00:00,11:00:00,Climbing
2310,84,2023-05-28,15:00:00,17:00:00,Climbing
2311,387,2024-02-17,11:00:00,15:00:00,Climbing
2312,87,2023-05-11,19:00:00,12:00:00,Climbing
2313,307,2024-02-08,18:00:00,13:00:00,Climbing
2314,154,2024-03-12,18:00:00,22:00:00,Climbing
2315,440,2023-05-16,20:00:00,09:00:00,Climbing
2316,740,2024-01-27,20:00:00,08:00:00,Climbing
2317,264,2024-03-20,18:00:00,15:00:00,Climbing
2318,735,2023-07-16,09:00:00,13:00:00,Climbing
2319,421,2023-04-02,09:00:00,20:00:00,Climbing
2320,493,2023-02-20,10:00:00,16:00:00,Climbing
2321,633,2023-11-11,08:00:00,12:00:00,Climbing
2322,411,2024-06-19,17:00:00,23:00:00,Class
2323,173,2024-03-26,19:00:00,15:00:00,Class
2324,4,2023-08-27,09:00:00,14:00:00,Climbing
2325,640,2023-10-21,17:00:00,18:00:00,Climbing
2326,472,2023-06-02,09:00:00,17:00:00,Climbing
2327,110,2023-03-31,12:00:00,08:00:00,Climbing
2328,37,2023-09-21,12:00:00,14:00:00,Climbing
2329,583,2023-09-11,06:00:00,11:00:00,Climbing
2330,31,2023-10-13,17:00:00,20:00:00,Climbing
2331,381,2024-06-05,08:00:00,13:00:00,Class
2332,268,2023-11-27,20:00:00,16:00:00,Climbing
2333,11,2023-11-28,14:00:00,22:00:00,Climbing
2334,344,2023-03-12,11:00:00,22:00:00,Climbing
2335,544,2024-06-29,11:00:00,20:00:00,Climbing
2336,569,2024-02-27,09:00:00,23:00:00,Class
2337,166,2024-04-24,15:00:00,20:00:00,Climbing
2338,700,2023-08-15,14:00:00,20:00:00,Climbing
2339,342,2023-10-02,20:00:00,16:00:00,Climbing
2340,482,2023-10-13,19:00:00,16:00:00,Climbing
2341,19,2023-04-17,17:00:00,12:00:00,Class
