climb_id,route_id,customer_id,climb_date,completed
6443,301,658,2023-07-06,No
6444,163,99,2023-09-29,Yes
6445,4,313,2023-07-02,Yes
6446,308,86,2023-07-21,No
6447,348,350,2024-06-30,No
6448,238,79,2023-11-15,Yes
6449,117,160,2023-10-11,Yes
6450,252,560,2023-08-20,No
6451,300,620,2024-03-01,No
6452,21,423,2024-01-31,Yes
6453,398,669,2023-12-19,Yes
6454,115,289,2023-04-06,Yes
6455,12,668,2023-03-06,No
6456,198,706,2023-09-26,No
6457,219,41,2024-03-13,Yes
6458,164,621,2023-02-08,Yes
6459,140,495,2024-05-05,Yes
6460,65,636,2024-04-09,Yes
6461,88,14,2023-04-23,No
6462,81,115,2023-08-14,Yes
6463,163,56,2023-02-03,No
6464,329,11,2023-01-26,Yes
6465,16,634,2023-08-16,Yes
6466,392,760,2023-06-28,Yes
6467,287,639,2024-03-16,No
6468,317,717,2023-05-30,No
6469,185,551,2024-03-03,Yes
6470,111,744,2023-06-16,Yes
6471,298,18,2023-10-30,Yes
6472,150,180,2024-04-12,Yes
6473,372,476,2023-03-31,Yes
6474,186,364,2023-07-11,Yes
6475,216,214,2024-02-01,Yes
6476,340,4,2023-04-25,Yes
6477,114,290,2023-02-08,Yes
6478,340,589,2024-06-19,No
6479,55,514,2023-07-09,Yes
6480,17,258,2024-04-25,Yes
6481,46,752,2023-05-01,Yes
6482,162,530,2023-10-17,Yes
6483,294,345,2024-04-19,No
6484,115,638,2023-02-03,Yes
6485,16,426,2024-02-17,No
6486,359,396,2023-03-14,No
6487,91,537,2023-05-05,Yes
6488,256,234,2023-07-14,Yes
6489,4,195,2023-06-11,No
6490,186,699,2023-07-24,No
6491,138,540,2024-01-16,No
6492,66,75,2023-05-14,No
6493,59,124,2023-12-02,No
6494,338,265,2023-11-22,No
6495,223,718,2023-05-13,Yes
6496,164,765,2023-02-13,Yes
6497,360,485,2023-05-18,Yes
6498,90,33,2023-12-22,Yes
6499,107,533,2023-05-20,Yes
6500,332,447,2023-04-27,No
6501,131,119,2024-05-27,Yes
6502,294,43,2024-06-08,No
6503,94,412,2023-08-07,Yes
6504,36,146,2024-03-01,Yes
6505,188,123,2023-02-09,Yes
6506,210,69,2024-05-09,No
6507,333,41,2023-07-09,Yes
6508,67,300,2024-02-23,No
6509,132,435,2023-12-25,No
6510,268,354,2023-08-09,Yes
6511,367,549,2023-02-11,Yes
6512,395,59,2023-12-03,Yes
6513,395,297,2023-02-09,Yes
6514,171,154,2024-06-08,Yes
6515,237,372,2023-08-23,No
6516,23,289,2023-06-09,No
6517,317,102,2023-04-24,Yes
6518,81,697,2023-02-10,Yes
6519,65,420,2024-01-23,No
6520,391,781,2024-06-25,Yes
6521,398,553,2023-09-09,Yes
6522,193,107,2024-01-21,Yes
6523,116,23,2023-09-22,Yes
6524,166,129,2023-08-10,Yes
6525,306,54,2023-07-18,Yes
6526,286,738,2024-05-04,No
6527,250,104,2024-02-20,No
6528,34,247,2024-04-14,Yes
6529,26,221,2023-02-22,Yes
6530,181,596,2023-07-18,No
6531,214,785,2023-04-25,Yes
6532,269,398,2023-04-04,Yes
6533,80,407,2024-04-27,No
6534,44,448,2024-05-01,Yes
6535,284,469,2023-11-09,Yes
6536,233,483,2023-05-22,Yes
6537,360,298,2024-06-17,No
6538,174,786,2023-03-02,Yes
6539,233,763,2024-02-29,Yes
6540,332,533,2023-06-29,Yes
6541,81,738,2023-08-09,Yes
6542,339,57,2024-03-14,Yes
6543,106,588,2023-01-20,No
6544,314,317,2023-09-14,No
6545,124,452,2023-08-13,No
6546,295,612,2023-05-24,Yes
6547,147,469,2024-06-10,Yes
6548,108,131,2023-09-30,Yes
6549,293,631,2023-08-26,Yes
6550,65,449,2024-01-13,Yes
6551,357,769,2024-02-11,Yes
6552,51,184,2023-05-24,Yes
6553,176,677,2023-06-15,Yes
6554,301,498,2023-01-21,Yes
6555,39,236,2024-06-26,No
6556,387,504,2023-01-01,Yes
6557,76,776,2023-09-20,No
6558,161,407,2023-09-01,Yes
6559,152,679,2024-03-16,No
6560,340,522,2023-02-07,Yes
6561,307,370,2023-06-20,No
6562,252,666,2024-01-31,No
6563,276,756,2024-06-19,Yes
6564,151,297,2024-06-28,No
6565,187,75,2023-04-09,Yes
6566,343,617,2023-02-09,Yes
6567,243,162,2023-09-27,No
6568,50,346,2023-01-20,Yes
6569,288,658,2023-09-14,Yes
6570,52,238,2024-05-31,Yes
6571,74,64,2024-04-05,Yes
6572,374,133,2023-01-26,No
6573,315,237,2023-01-13,Yes
6574,234,280,2023-08-18,No
6575,222,595,2023-03-02,No
6576,339,369,2023-07-22,No
6577,159,197,2024-01-17,Yes
6578,182,248,2023-07-03,Yes
6579,4,734,2023-07-19,Yes
6580,73,146,2023-02-13,No
6581,300,118,2024-05-09,Yes
6582,282,787,2024-03-27,Yes
6583,19,649,2023-07-26,No
6584,243,167,2023-11-01,Yes
6585,219,59,2023-09-27,Yes
6586,275,409,2023-04-29,Yes
6587,96,598,2023-05-07,Yes
6588,303,607,2023-10-01,No
6589,36,170,2023-08-20,Yes
6590,88,754,2023-08-11,Yes
6591,165,404,2024-04-03,No
6592,164,485,2023-01-13,Yes
6593,245,234,2024-06-09,No
6594,105,738,2024-03-09,Yes
6595,361,8,2024-05-04,No
6596,307,245,2023-12-21,Yes
6597,344,272,2023-06-05,Yes
6598,398,201,2023-10-13,Yes
6599,294,540,2023-09-02,No
6600,207,754,2023-04-07,No
6601,53,456,2024-06-19,No
6602,187,625,2023-06-15,No
6603,139,724,2023-01-23,Yes
6604,207,238,2023-09-25,Yes
6605,278,458,2023-02-28,No
6606,4,263,2024-03-28,Yes
6607,244,364,2023-01-19,Yes
6608,57,227,2023-01-28,Yes
6609,88,686,2024-03-08,Yes
6610,282,17,2023-03-11,Yes
6611,5,564,2023-11-05,No
6612,102,760,2023-12-08,No
6613,63,733,2024-06-28,Yes
6614,140,415,2023-05-20,No
6615,180,498,2023-06-11,Yes
6616,2,239,2023-02-06,Yes
6617,313,343,2023-01-28,Yes
6618,39,226,2023-08-12,Yes
6619,158,351,2023-12-27,Yes
6620,28,526,2023-12-29,No
6621,171,185,2024-02-29,No
6622,69,714,2023-10-23,Yes
6623,155,252,2024-03-09,Yes
6624,200,694,2023-04-09,Yes
6625,169,610,2023-12-13,Yes
6626,161,181,2024-03-01,Yes
6627,398,144,2023-11-09,Yes
6628,300,762,2024-01-31,No
6629,362,374,2023-03-19,No
6630,275,110,2023-08-31,Yes
6631,220,492,2024-04-10,No
6632,366,501,2023-06-23,Yes
6633,273,200,2024-05-06,Yes
6634,94,783,2024-06-24,No
6635,243,779,2023-03-18,Yes
6636,101,603,2023-03-22,No
6637,332,313,2023-07-25,Yes
6638,327,423,2023-11-04,No
6639,225,66,2024-02-22,Yes
6640,86,781,2023-02-06,No
6641,117,179,2024-03-03,No
6642,216,725,2023-03-31,Yes
6643,160,338,2023-02-16,No
6644,279,190,2023-11-26,No
6645,169,413,2023-02-12,Yes
6646,243,8,2023-02-09,No
6647,143,148,2023-12-04,No
6648,51,631,2024-01-18,Yes
6649,26,128,2024-05-17,Yes
6650,116,613,2024-06-07,No
6651,191,736,2023-09-18,Yes
6652,263,201,2023-12-19,No
6653,350,286,2024-03-01,No
6654,123,442,2024-05-19,No
6655,153,148,2023-01-13,No
6656,279,251,2023-04-30,No
6657,27,215,2023-10-14,Yes
6658,223,520,2023-05-07,Yes
6659,29,120,2023-10-10,Yes
6660,255,646,2024-01-07,No
6661,337,172,2024-02-25,Yes
6662,305,129,2024-04-02,No
6663,68,557,2024-06-28,No
6664,99,78,2024-04-26,Yes
6665,18,388,2023-07-10,Yes
6666,40,299,2023-06-08,No
6667,49,479,2023-06-15,No
6668,33,25,2023-02-20,Yes
6669,7,346,2023-12-29,Yes
6670,179,384,2023-01-06,Yes
6671,317,268,2023-06-09,Yes
6672,86,210,2024-02-24,No
6673,236,484,2023-09-14,No
6674,300,107,2023-08-14,Yes
6675,218,258,2024-03-06,No
6676,91,524,2023-08-09,No
6677,257,705,2023-09-17,No
6678,107,753,2023-09-27,No
6679,397,250,2023-10-04,No
6680,394,619,2023-02-25,Yes
6681,151,167,2023-10-16,Yes
6682,76,709,2023-07-31,No
6683,380,116,2024-05-07,No
6684,251,325,2023-01-07,No
6685,303,245,2023-10-10,No
6686,271,706,2024-06-17,Yes
6687,12,167,2023-01-09,Yes
6688,280,696,2024-01-13,No
6689,113,683,2023-01-17,Yes
6690,400,31,2024-04-16,Yes
6691,99,389,2023-04-18,No
6692,240,258,2024-03-27,No
6693,208,568,2024-05-16,Yes
6694,118,48,2023-03-16,No
6695,274,775,2023-02-23,No
6696,274,436,2024-04-02,Yes
6697,182,40,2023-04-06,No
6698,208,543,2023-01-30,No
6699,399,634,2023-05-01,Yes
6700,343,583,2023-04-23,No
6701,355,59,2024-01-05,No
6702,135,453,2023-09-16,Yes
6703,392,160,2024-02-23,Yes
6704,254,29,2023-05-10,Yes
6705,116,702,2023-09-26,Yes
6706,370,791,2023-02-27,Yes
6707,197,614,2023-09-16,Yes
6708,28,712,2023-10-01,Yes
6709,229,209,2024-05-13,Yes
6710,154,480,2024-06-02,Yes
6711,397,617,2024-04-23,No
6712,169,378,2024-05-19,Yes
6713,237,509,2023-01-26,Yes
6714,145,231,2024-03-28,No
6715,302,220,2023-02-06,No
6716,301,596,2023-11-09,No
6717,317,210,2023-02-16,Yes
6718,106,655,2024-03-08,Yes
6719,7,295,2023-01-02,Yes
6720,334,552,2023-07-29,Yes
6721,400,390,2023-10-17,No
6722,271,677,2023-05-29,Yes
6723,366,483,2023-10-04,Yes
6724,36,785,2024-04-24,No
6725,97,435,2023-11-30,Yes
6726,173,740,2023-10-30,No
6727,186,363,2024-06-20,No
6728,1,584,2023-08-02,No
6729,192,729,2024-04-27,Yes
6730,163,690,2023-12-20,Yes
6731,295,673,2024-02-29,No
6732,390,431,2023-06-20,Yes
6733,10,763,2023-12-01,No
6734,15,797,2024-04-09,Yes
6735,12,788,2023-12-09,Yes
6736,32,656,2024-01-05,Yes
6737,311,439,2023-10-07,Yes
6738,69,237,2023-03-11,No
6739,386,259,2024-02-14,No
6740,41,537,2024-01-16,Yes
6741,298,421,2023-09-29,No
6742,390,130,2023-08-09,Yes
6743,154,771,2023-12-31,Yes
6744,328,364,2024-01-18,No
6745,217,326,2023-07-29,Yes
6746,279,191,2023-06-17,Yes
6747,273,352,2024-06-14,No
6748,186,315,2024-06-17,Yes
6749,80,59,2023-07-24,Yes
6750,173,439,2024-06-09,No
6751,366,286,2023-11-16,No
6752,347,608,2023-01-08,No
6753,217,672,2023-03-02,No
6754,96,218,2023-05-01,Yes
6755,153,400,2024-03-21,Yes
6756,243,741,2024-02-06,Yes
6757,288,469,2024-03-27,No
6758,232,470,2023-10-12,Yes
6759,275,333,2023-11-04,No
6760,214,521,2023-01-25,No
6761,83,325,2023-04-27,Yes
6762,256,192,2023-09-09,Yes
6763,139,476,2024-03-12,Yes
6764,342,49,2023-12-20,Yes
6765,212,407,2023-12-06,Yes
6766,336,347,2024-05-03,No
6767,331,169,2023-11-26,Yes
6768,111,196,2023-05-30,Yes
6769,134,177,2023-09-24,Yes
6770,361,529,2024-01-26,Yes
6771,61,120,2024-03-30,Yes
6772,62,467,2023-10-18,Yes
6773,275,258,2024-03-19,Yes
6774,251,66,2024-06-25,No
6775,362,84,2023-02-03,Yes
6776,288,650,2024-02-04,No
6777,213,76,2024-05-22,Yes
6778,31,328,2023-10-01,No
6779,198,136,2023-07-28,Yes
6780,238,297,2023-10-29,No
6781,357,731,2024-05-11,Yes
6782,388,340,2024-04-11,No
6783,379,353,2023-11-25,Yes
6784,109,550,2024-05-24,Yes
6785,163,346,2024-02-01,No
6786,13,372,2023-07-25,No
6787,167,757,2023-05-11,No
6788,332,68,2023-12-12,Yes
6789,235,663,2024-02-21,Yes
6790,343,698,2023-12-31,No
6791,314,338,2023-12-03,No
6792,131,342,2023-02-19,No
6793,114,114,2023-11-23,Yes
6794,145,245,2023-01-06,No
6795,58,473,2023-01-23,No
6796,302,113,2023-05-18,No
6797,91,552,2023-03-09,Yes
6798,363,223,2023-05-05,No
6799,373,173,2024-06-14,Yes
6800,391,385,2024-05-25,No
6801,68,720,2023-02-09,Yes
6802,267,442,2023-02-16,Yes
6803,353,172,2023-11-15,Yes
6804,163,508,2024-06-01,Yes
6805,315,419,2024-02-21,Yes
6806,156,192,2024-01-12,Yes
6807,82,372,2023-08-09,Yes
6808,390,565,2024-01-21,Yes
6809,215,657,2023-11-26,Yes
6810,354,237,2024-03-08,Yes
6811,16,397,2024-05-17,Yes
6812,87,581,2024-02-08,Yes
6813,390,75,2023-05-11,No
6814,143,785,2023-09-19,Yes
6815,114,611,2024-01-31,No
6816,9,336,2024-03-22,Yes
6817,302,468,2023-05-02,No
6818,392,51,2023-11-02,Yes
6819,161,619,2024-05-28,Yes
6820,273,255,2024-01-03,Yes
6821,223,727,2023-10-23,Yes
6822,139,296,2024-01-18,No
6823,324,391,2023-11-04,Yes
6824,88,723,2023-06-08,Yes
6825,343,236,2023-08-11,Yes
6826,78,632,2024-03-30,Yes
6827,295,420,2023-11-18,No
6828,339,552,2023-08-22,Yes
6829,322,146,2023-03-03,Yes
6830,196,748,2023-03-04,Yes
6831,364,712,2023-03-24,No
6832,180,792,2024-05-21,No
6833,119,623,2024-06-07,Yes
6834,378,234,2024-02-06,Yes
6835,395,742,2023-01-27,Yes
6836,224,159,2023-11-26,Yes
6837,211,487,2023-12-08,Yes
6838,256,721,2024-06-22,Yes
6839,126,600,2023-05-11,No
6840,50,614,2024-01-31,Yes
6841,308,742,2024-06-27,Yes
6842,50,539,2024-05-28,Yes
6843,190,90,2023-07-13,Yes
6844,289,151,2023-03-19,Yes
6845,53,763,2023-02-11,Yes
6846,13,461,2023-02-02,Yes
6847,185,19,2023-02-18,Yes
6848,361,376,2024-06-19,Yes
6849,259,391,2024-06-23,No
6850,143,213,2023-03-05,Yes
6851,222,367,2023-02-14,Yes
6852,203,92,2023-12-30,Yes
6853,106,368,2024-03-23,Yes
6854,156,703,2024-02-19,No
6855,39,622,2023-01-06,No
6856,241,231,2023-08-26,Yes
6857,184,153,2024-01-29,Yes
6858,124,215,2024-03-20,No
6859,158,525,2024-01-15,No
6860,182,250,2023-06-30,No
6861,194,699,2023-05-29,No
6862,368,437,2024-03-29,Yes
6863,78,128,2023-10-25,Yes
6864,320,550,2023-05-20,Yes
6865,254,143,2024-04-19,Yes
6866,247,336,2024-03-22,Yes
6867,311,299,2023-09-27,No
6868,97,766,2024-03-19,Yes
6869,68,375,2023-02-26,Yes
6870,104,115,2024-05-11,No
6871,36,32,2024-06-18,Yes
6872,42,585,2023-01-06,No
6873,374,566,2024-04-19,Yes
6874,305,280,2024-02-16,Yes
6875,272,513,2024-04-12,No
6876,110,575,2023-06-12,No
6877,358,288,2024-06-06,No
6878,161,691,2024-03-31,Yes
6879,369,138,2023-08-14,Yes
6880,267,366,2024-03-07,No
6881,318,533,2023-08-22,Yes
6882,218,15,2023-06-30,Yes
6883,68,429,2023-03-21,Yes
6884,34,564,2024-05-22,No
6885,38,777,2023-05-07,Yes
6886,378,516,2023-10-07,No
6887,111,723,2023-10-17,Yes
6888,126,28,2023-01-19,No
6889,299,218,2024-03-11,Yes
6890,306,632,2024-01-15,Yes
6891,359,765,2023-06-08,No
6892,158,176,2024-05-25,Yes
6893,276,365,2024-06-26,Yes
6894,15,748,2024-01-04,No
6895,388,765,2024-02-14,Yes
6896,228,622,2023-02-02,No
6897,27,539,2023-08-27,No
6898,164,615,2023-01-14,No
6899,360,532,2024-01-29,Yes
6900,238,159,2024-03-30,Yes
6901,304,396,2023-03-07,No
6902,186,729,2023-02-21,Yes
6903,298,474,2024-03-26,Yes
6904,309,639,2023-10-05,No
6905,25,49,2024-04-07,Yes
6906,337,611,2023-08-05,Yes
6907,338,631,2023-04-06,No
6908,376,424,2023-07-22,Yes
6909,61,103,2023-06-02,Yes
6910,363,304,2023-10-06,Yes
6911,283,378,2024-05-02,Yes
6912,388,604,2023-07-15,No
6913,316,90,2024-02-07,No
6914,351,149,2023-12-16,No
6915,255,647,2023-05-02,Yes
6916,275,288,2023-06-23,Yes
6917,145,582,2023-04-23,No
6918,61,697,2024-02-19,Yes
6919,227,278,2023-03-12,No
6920,179,419,2023-11-13,Yes
6921,17,131,2023-04-04,No
6922,212,150,2023-04-18,No
6923,208,80,2023-01-03,Yes
6924,325,660,2023-08-30,Yes
6925,98,141,2024-03-18,No
6926,39,39,2023-02-18,Yes
6927,327,451,2024-04-07,No
6928,201,51,2024-04-06,No
6929,14,192,2023-05-07,No
6930,144,754,2024-04-22,Yes
6931,236,519,2024-03-28,Yes
6932,306,325,2023-12-24,No
6933,282,233,2024-03-30,No
6934,145,185,2023-02-10,Yes
6935,26,305,2023-06-24,No
6936,172,112,2023-06-07,Yes
6937,299,173,2024-03-03,No
6938,313,172,2024-02-16,Yes
6939,106,394,2024-05-02,Yes
6940,259,722,2023-06-07,Yes
6941,199,628,2023-09-17,No
6942,325,101,2023-01-11,Yes
6943,358,647,2024-06-25,No
6944,168,417,2023-08-13,Yes
6945,389,468,2023-11-02,Yes
6946,190,21,2023-10-19,No
6947,153,47,2023-08-01,Yes
6948,393,433,2023-05-08,Yes
6949,237,302,2024-02-13,Yes
6950,398,62,2023-07-25,Yes
6951,267,754,2024-01-03,Yes
6952,146,112,2024-02-04,Yes
6953,366,628,2024-02-02,Yes
6954,213,528,2023-02-14,Yes
6955,376,186,2024-06-17,Yes
6956,390,476,2024-02-20,No
6957,3,104,2023-11-23,No
6958,74,608,2023-06-07,No
6959,149,612,2023-03-24,Yes
6960,189,597,2024-03-10,Yes
6961,201,385,2023-08-04,Yes
6962,41,350,2024-05-13,Yes
6963,316,513,2024-05-29,No
6964,254,400,2023-01-31,No
6965,162,237,2023-11-14,Yes
6966,114,314,2023-07-29,Yes
6967,78,558,2023-08-12,No
6968,357,159,2023-12-04,Yes
6969,348,469,2024-03-01,No
6970,334,598,2023-10-28,Yes
6971,87,495,2024-02-18,Yes
6972,204,79,2024-06-11,Yes
6973,81,232,2023-08-13,Yes
6974,231,101,2023-09-01,Yes
6975,248,761,2024-01-04,Yes
6976,187,722,2023-01-22,Yes
6977,372,190,2023-03-06,Yes
6978,330,441,2023-03-24,No
6979,107,494,2023-11-13,Yes
6980,398,333,2023-10-25,No
6981,89,597,2023-06-17,No
6982,277,237,2023-11-11,Yes
6983,169,469,2024-06-11,Yes
6984,316,222,2024-04-16,Yes
6985,57,795,2023-07-16,Yes
6986,350,326,2024-06-04,Yes
6987,359,30,2023-07-14,Yes
6988,268,32,2023-11-10,No
6989,296,560,2024-01-11,No
6990,394,744,2023-11-30,Yes
6991,62,361,2024-04-07,Yes
6992,13,14,2023-11-06,Yes
6993,190,556,2023-07-24,Yes
6994,67,758,2023-10-26,No
6995,227,709,2024-05-26,No
6996,193,469,2024-01-24,Yes
6997,379,302,2023-06-03,Yes
6998,46,212,2023-01-11,No
6999,94,709,2023-11-27,No
7000,238,190,2023-03-22,Yes
7001,324,242,2023-10-03,Yes
7002,116,713,2023-05-15,Yes
7003,314,467,2024-05-05,No
7004,62,478,2023-03-13,No
7005,359,541,2024-06-22,Yes
7006,374,437,2023-03-02,Yes
7007,357,364,2023-11-28,No
7008,31,74,2023-10-12,Yes
7009,158,597,2024-02-01,No
7010,378,315,2023-05-04,No
7011,378,19,2023-08-23,No
7012,59,374,2023-01-03,No
7013,214,724,2024-01-02,Yes
7014,224,706,2023-06-24,Yes
7015,256,164,2024-06-08,No
7016,366,277,2023-09-08,Yes
7017,107,742,2024-01-15,Yes
7018,269,17,2023-04-06,No
7019,56,253,2024-03-16,Yes
7020,193,87,2023-01-09,No
7021,81,449,2023-01-30,No
7022,53,670,2024-03-01,Yes
7023,80,724,2023-08-10,Yes
7024,21,637,2023-01-30,No
7025,359,330,2023-08-03,Yes
7026,365,164,2023-03-30,No
7027,27,80,2023-09-13,No
7028,63,441,2024-06-25,No
7029,245,755,2023-01-07,Yes
7030,28,175,2024-03-02,Yes
7031,234,641,2023-07-20,Yes
7032,227,83,2024-03-05,Yes
7033,353,405,2023-09-02,Yes
7034,380,718,2024-02-15,No
7035,221,335,2023-10-28,No
7036,121,525,2024-02-12,No
7037,170,521,2023-10-08,Yes
7038,88,210,2024-01-02,No
7039,314,331,2023-09-09,Yes
7040,181,122,2023-05-09,Yes
7041,326,165,2024-02-19,Yes
7042,124,383,2023-09-30,Yes
7043,97,147,2023-08-03,No
7044,252,582,2024-06-26,Yes
7045,184,611,2023-01-30,Yes
7046,373,528,2024-02-01,Yes
7047,176,42,2023-08-15,No
7048,172,163,2023-07-02,Yes
7049,44,322,2024-05-04,Yes
7050,391,161,2024-02-29,Yes
7051,244,304,2023-01-12,Yes
7052,293,286,2024-02-07,Yes
7053,336,439,2023-01-05,No
7054,194,342,2023-01-26,No
7055,87,77,2023-05-20,Yes
7056,169,755,2024-06-20,No
7057,352,486,2023-08-03,Yes
7058,264,281,2023-11-08,No
7059,107,455,2024-03-03,No
7060,43,147,2023-05-24,No
7061,271,252,2024-05-28,No
7062,54,564,2023-09-10,Yes
7063,6,377,2024-04-24,Yes
7064,307,734,2023-09-05,No
7065,397,365,2024-05-11,Yes
7066,27,182,2024-04-15,No
7067,290,18,2023-07-08,Yes
7068,179,634,2023-02-17,Yes
7069,75,88,2023-02-04,Yes
7070,156,702,2023-09-13,Yes
7071,327,371,2023-01-23,No
7072,355,323,2023-12-07,Yes
7073,119,453,2024-03-18,Yes
7074,291,586,2024-04-19,Yes
7075,127,711,2024-06-01,Yes
7076,276,431,2023-02-15,Yes
7077,213,280,2024-04-24,No
7078,258,151,2023-02-24,Yes
7079,21,152,2024-06-25,Yes
7080,347,543,2023-03-01,Yes
7081,170,568,2024-06-28,Yes
7082,186,146,2023-08-13,No
7083,292,402,2024-02-09,Yes
7084,95,329,2023-04-06,Yes
7085,144,36,2023-02-15,No
7086,112,662,2024-01-03,Yes
7087,293,79,2023-10-30,No
7088,244,87,2024-05-11,Yes
7089,93,737,2024-01-08,Yes
7090,321,207,2023-12-15,Yes
7091,187,312,2023-12-23,Yes
7092,248,235,2023-08-08,Yes
7093,233,737,2024-01-30,Yes
7094,67,570,2024-05-04,Yes
7095,382,408,2024-01-14,No
7096,109,718,2023-03-03,Yes
7097,163,143,2023-09-05,No
7098,137,561,2023-08-09,No
7099,348,66,2023-09-22,Yes
7100,137,372,2023-06-09,Yes
7101,77,338,2023-11-02,No
7102,151,150,2024-03-15,No
7103,309,397,2023-07-03,Yes
7104,177,711,2024-05-18,No
7105,364,641,2023-06-01,Yes
7106,387,130,2023-10-02,No
7107,21,87,2023-12-25,Yes
7108,107,435,2024-03-24,Yes
7109,189,221,2024-01-01,No
7110,173,752,2024-04-27,No
7111,377,485,2024-03-30,Yes
7112,271,226,2023-04-22,Yes
7113,337,109,2023-07-22,No
7114,16,540,2023-01-16,Yes
7115,273,531,2023-06-07,Yes
7116,26,250,2023-01-09,No
7117,112,558,2024-01-11,No
7118,78,119,2024-01-24,Yes
7119,45,516,2024-03-03,Yes
7120,195,506,2023-03-19,No
7121,207,429,2023-06-27,Yes
7122,68,271,2023-12-10,No
7123,32,221,2024-04-11,No
7124,400,68,2024-04-09,Yes
7125,316,69,2023-08-09,No
7126,136,229,2023-06-30,Yes
7127,31,205,2023-09-11,No
7128,222,76,2023-03-29,Yes
7129,131,695,2023-05-06,No
7130,340,96,2023-01-10,Yes
7131,133,544,2024-02-13,No
7132,46,66,2024-06-28,Yes
7133,171,501,2023-02-12,Yes
7134,69,537,2023-03-24,No
7135,218,468,2023-04-22,No
7136,144,707,2023-10-25,Yes
7137,254,582,2023-07-31,No
7138,125,558,2023-02-13,Yes
7139,96,345,2023-01-03,No
7140,194,92,2023-07-04,Yes
7141,347,260,2023-08-30,No
7142,108,222,2024-01-13,Yes
7143,301,687,2024-06-19,Yes
7144,335,200,2023-08-15,Yes
7145,279,191,2023-10-12,Yes
7146,129,302,2024-02-05,No
7147,121,370,2023-08-17,Yes
7148,163,388,2023-11-23,Yes
7149,93,57,2023-07-21,Yes
7150,243,173,2024-06-25,Yes
7151,22,241,2023-05-02,Yes
7152,29,784,2024-02-14,No
7153,190,39,2023-02-19,No
7154,86,136,2023-05-29,Yes
7155,139,467,2024-01-18,No
7156,116,558,2023-06-17,Yes
7157,85,320,2023-06-17,Yes
7158,117,308,2023-04-23,Yes
7159,365,763,2023-02-16,Yes
7160,331,474,2023-07-14,Yes
7161,342,722,2023-02-22,Yes
7162,51,374,2024-06-23,No
7163,302,29,2023-06-15,Yes
7164,235,51,2023-10-18,No
7165,393,14,2023-05-30,Yes
7166,391,241,2023-05-06,No
7167,4,523,2024-01-29,No
7168,163,184,2023-07-18,Yes
7169,140,50,2023-04-01,No
7170,234,713,2023-04-20,Yes
7171,231,423,2024-04-24,Yes
7172,219,231,2023-11-06,No
7173,357,577,2023-12-28,Yes
7174,93,34,2023-02-17,Yes
7175,400,542,2023-11-13,No
7176,50,277,2023-04-12,Yes
7177,115,715,2023-03-08,No
7178,327,515,2023-09-23,No
7179,317,744,2023-11-22,Yes
7180,222,747,2023-07-18,No
7181,394,544,2024-01-13,Yes
7182,165,768,2024-03-28,Yes
7183,158,185,2023-12-04,Yes
7184,356,708,2024-03-04,Yes
7185,76,407,2024-04-09,No
7186,47,50,2024-06-25,Yes
7187,65,484,2023-11-15,No
7188,23,505,2023-03-02,Yes
7189,235,506,2023-08-15,No
7190,381,655,2024-02-12,Yes
7191,358,434,2024-04-21,No
7192,400,788,2023-04-25,Yes
7193,35,361,2023-11-26,Yes
7194,320,169,2024-02-04,Yes
7195,201,559,2024-06-24,Yes
7196,349,422,2023-07-29,Yes
7197,305,518,2023-01-24,No
7198,234,578,2024-06-09,No
7199,357,94,2023-01-26,No
7200,163,428,2023-05-10,Yes
7201,57,531,2023-10-29,No
7202,183,286,2023-02-18,Yes
7203,324,113,2024-05-30,Yes
7204,261,729,2023-11-08,Yes
7205,28,112,2023-07-17,Yes
7206,302,109,2023-07-16,No
7207,16,438,2023-01-07,Yes
7208,212,285,2024-03-19,Yes
7209,263,10,2023-08-12,Yes
7210,145,595,2023-01-06,Yes
7211,255,352,2024-03-12,Yes
7212,107,58,2024-05-15,Yes
7213,273,570,2023-12-18,Yes
7214,246,142,2024-06-21,No
7215,242,229,2023-10-21,No
7216,162,395,2023-02-16,Yes
7217,58,76,2024-06-12,No
7218,305,453,2023-06-12,No
7219,104,335,2024-01-27,Yes
7220,340,22,2023-10-03,No
7221,234,197,2023-04-07,No
7222,32,463,2023-08-02,Yes
7223,109,375,2023-08-09,No
7224,53,249,2024-02-17,No
7225,38,567,2023-06-02,Yes
7226,278,786,2024-06-26,No
7227,399,615,2024-03-27,Yes
7228,228,306,2023-12-06,Yes
7229,306,451,2023-10-13,Yes
7230,320,669,2024-02-11,No
7231,37,408,2024-06-05,Yes
7232,348,109,2024-06-29,Yes
7233,330,277,2024-04-19,Yes
7234,80,242,2023-01-17,Yes
7235,178,362,2024-06-12,Yes
7236,270,295,2024-02-06,Yes
7237,307,722,2023-12-02,Yes
7238,355,179,2023-04-08,No
7239,219,353,2023-03-10,Yes
7240,139,329,2023-09-08,Yes
7241,391,281,2024-01-30,Yes
7242,168,336,2024-02-13,Yes
7243,171,113,2023-10-27,No
7244,317,274,2024-03-16,Yes
7245,162,489,2023-11-13,Yes
7246,389,750,2023-08-24,Yes
7247,103,497,2023-07-20,No
7248,152,573,2023-06-07,Yes
7249,218,234,2024-03-25,Yes
7250,366,790,2023-04-30,No
7251,214,53,2024-05-07,No
7252,196,794,2023-06-18,Yes
7253,84,179,2023-08-22,Yes
